                    Element nb,             Integration Point,                          Time,                        Stress,                  Total Strain,          Visco-plastic Strain,Equivalent viscoplastic Strain,                   Back Stress,                  Yield Stress,
                             1,                             1,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.20000000E+00,                2.58243010E+00,                2.37165266E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.20000000E+00,                2.58243010E+00,                2.37165266E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.20000000E+00,                2.58243010E+00,                2.37165266E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.40000000E+00,                1.60539045E+00,                2.27394870E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.60000000E+00,                6.27395265E-01,                2.17614918E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                7.80000000E+00,               -3.51557334E-01,                2.07825392E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                8.00000000E+00,               -1.33146922E+00,                1.98026273E-02,                2.11340965E-02,                2.11340965E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             2,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88058735E+00,
                             1,                             1,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             1,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             2,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             2,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             1,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             1,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             2,                8.20000000E+00,               -2.27323994E+00,                1.88217542E-02,                2.10949942E-02,                2.11731988E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             2,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88221662E+00,
                             1,                             1,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             1,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             2,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             2,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             1,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             1,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             2,                8.40000000E+00,               -3.13074162E+00,                1.78399181E-02,                2.09706597E-02,                2.12975333E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             2,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.88739722E+00,
                             1,                             1,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             1,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             2,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             2,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             1,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             1,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             2,                8.60000000E+00,               -3.91192950E+00,                1.68571171E-02,                2.07690466E-02,                2.14991465E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             2,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.89579777E+00,
                             1,                             1,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             1,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             2,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             2,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             1,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             1,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             2,                8.80000000E+00,               -4.62400839E+00,                1.58733492E-02,                2.04973575E-02,                2.17708355E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             2,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.90711815E+00,
                             1,                             1,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             1,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             2,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             2,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             1,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             1,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             2,                9.00000000E+00,               -5.27350337E+00,                1.48886125E-02,                2.01621159E-02,                2.21060772E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             2,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.92108655E+00,
                             1,                             1,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             1,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             2,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             2,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             1,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             1,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             2,                9.20000000E+00,               -5.86632398E+00,                1.39029052E-02,                1.97692291E-02,                2.24989639E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             2,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.93745683E+00,
                             1,                             1,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             1,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             2,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             2,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             1,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             1,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             2,                9.40000000E+00,               -6.40782226E+00,                1.29162253E-02,                1.93240475E-02,                2.29441455E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             2,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.95600606E+00,
                             1,                             1,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             1,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             2,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             2,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             1,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             1,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             2,                9.60000000E+00,               -6.90284536E+00,                1.19285709E-02,                1.88314162E-02,                2.34367768E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             2,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.97653237E+00,
                             1,                             1,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             1,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             2,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             2,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             1,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             1,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             2,                9.80000000E+00,               -7.35578317E+00,                1.09399400E-02,                1.82957232E-02,                2.39724698E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             2,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                1.99885291E+00,
                             1,                             1,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             1,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             2,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             2,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             1,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             1,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             2,                1.00000000E+01,               -7.77061142E+00,                9.95033085E-03,                1.77209423E-02,                2.45472508E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             2,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.02280212E+00,
                             1,                             1,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             1,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             2,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             2,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             1,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             1,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             2,                1.02000000E+01,               -8.15093082E+00,                8.95974137E-03,                1.71106722E-02,                2.51575208E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             2,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.04823003E+00,
                             1,                             1,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             1,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             2,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             2,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             1,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             1,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             2,                1.04000000E+01,               -8.50000239E+00,                7.96816965E-03,                1.64681720E-02,                2.58000210E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             2,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.07500087E+00,
                             1,                             1,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             1,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             2,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             2,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             1,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             1,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             2,                1.06000000E+01,               -8.82077952E+00,                6.97561374E-03,                1.57963933E-02,                2.64717998E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             2,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.10299166E+00,
                             1,                             1,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             1,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             2,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             2,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             1,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             1,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             2,                1.08000000E+01,               -9.11593698E+00,                5.98207168E-03,                1.50980087E-02,                2.71701844E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             2,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.13209102E+00,
                             1,                             1,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             1,                1.12000000E+01,               -9.63885421E+00,                3.99202127E-03,                1.36308755E-02,                2.86373176E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             2,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             2,                1.12000000E+01,               -9.63885421E+00,                3.99202127E-03,                1.36308755E-02,                2.86373176E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             1,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             1,                1.12000000E+01,               -9.63885421E+00,                3.99202127E-03,                1.36308755E-02,                2.86373176E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             2,                1.10000000E+01,               -9.38789723E+00,                4.98754151E-03,                1.43754387E-02,                2.78927543E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             2,                1.12000000E+01,               -9.63885421E+00,                3.99202127E-03,                1.36308755E-02,                2.86373176E-02,                0.00000000E+00,                2.16219810E+00,
                             1,                             1,                1.12000000E+01,               -9.63885421E+00,                3.99202127E-03,                1.36308755E-02,                2.86373176E-02,                0.00000000E+00,                2.19322156E+00,
                             1,                             1,                1.14000000E+01,               -9.87079488E+00,                2.99550898E-03,                1.28663039E-02,                2.94018892E-02,                0.00000000E+00,                2.19322156E+00,
