  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           4  1.2447E+00  2.6132E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           4  1.3357E+00  9.7528E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           4  1.7976E+00  2.2472E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           4  1.8220E+00  8.3868E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           1  2.4466E-01  1.2613E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           1  2.2026E-01  1.8021E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           1  9.1308E-01  1.3979E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           1  8.2201E-01  1.8387E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           2  1.3357E+00  1.3979E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           2  1.2447E+00  1.8387E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           2  1.8220E+00  1.2613E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           2  1.7976E+00  1.8021E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           3  2.2026E-01  2.2472E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           3  2.4466E-01  8.3868E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           3  8.2201E-01  2.6132E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           3  9.1308E-01  9.7528E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           4  1.2447E+00  2.6132E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           4  1.3357E+00  9.7528E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           4  1.7976E+00  2.2472E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
           4  1.8220E+00  8.3868E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           1  2.4466E-01  1.2613E+00 -3.9266E-01 -1.1103E+00 -4.5087E-01  8.7123E-01  7.5678E-04 -8.5719E-03  0.0000E+00  2.2652E-02
           1  2.2026E-01  1.8021E+00 -7.7565E-02 -9.5443E-01 -3.0960E-01  1.0363E+00  3.0164E-03 -8.3828E-03  0.0000E+00  2.6944E-02
           1  9.1308E-01  1.3979E+00 -1.5680E-01 -4.0438E-01 -1.6835E-01  9.4213E-01  1.5017E-04 -3.0683E-03  0.0000E+00  2.4495E-02
           1  8.2201E-01  1.8387E+00  2.5984E-01 -1.1389E-01  4.3783E-02  1.1528E+00  2.8087E-03 -2.0498E-03  0.0000E+00  2.9974E-02
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           2  1.3357E+00  1.3979E+00  1.1624E-01  3.3853E-01  1.3643E-01  8.3143E-01 -2.6249E-04  2.6273E-03  0.0000E+00  2.1617E-02
           2  1.2447E+00  1.8387E+00 -2.2950E-01  3.6166E-01  3.9650E-02  1.0959E+00 -3.4989E-03  4.1862E-03  0.0000E+00  2.8493E-02
           2  1.8220E+00  1.2613E+00  4.3584E-01  1.3224E+00  5.2747E-01  7.8754E-01 -1.1912E-03  1.0334E-02  0.0000E+00  2.0476E-02
           2  1.7976E+00  1.8021E+00  1.1580E-01  1.2140E+00  3.9895E-01  1.0064E+00 -3.6809E-03  1.0596E-02  0.0000E+00  2.6167E-02
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           3  2.2026E-01  2.2472E-01  3.9079E-01  9.8303E-01  4.1215E-01  1.1766E+00 -2.7767E-04  7.4215E-03  0.0000E+00  3.0591E-02
           3  2.4466E-01  8.3868E-01  3.1688E-01  9.7996E-01  3.8905E-01  9.2566E-01 -9.3829E-04  7.6819E-03  0.0000E+00  2.4067E-02
           3  8.2201E-01  2.6132E-01  4.2183E-02  1.5998E-01  6.0650E-02  1.1671E+00 -2.4006E-04  1.2913E-03  0.0000E+00  3.0346E-02
           3  9.1308E-01  9.7528E-01  6.3235E-03  2.2546E-01  6.9534E-02  9.4817E-01 -8.2173E-04  2.0270E-03  0.0000E+00  2.4653E-02
  Element nb      COORD1      COORD2         S11         S22         S33         S12         E11         E22         E33         E12
           4  1.2447E+00  2.6132E-01 -1.0697E-01 -3.2360E-01 -1.2917E-01  1.1556E+00  2.8859E-04 -2.5276E-03  0.0000E+00  3.0047E-02
           4  1.3357E+00  9.7528E-01  7.5410E-02 -1.2976E-01 -1.6306E-02  8.3382E-01  1.1923E-03 -1.4749E-03  0.0000E+00  2.1679E-02
           4  1.7976E+00  2.2472E-01 -4.8996E-01 -1.2298E+00 -5.1593E-01  1.1669E+00  3.3754E-04 -9.2803E-03  0.0000E+00  3.0339E-02
           4  1.8220E+00  8.3868E-01 -3.2153E-01 -1.1144E+00 -4.3078E-01  7.8495E-01  1.4203E-03 -8.8873E-03  0.0000E+00  2.0409E-02
